1.976 -1.239 0.118 0.000 0.000 0.010 1.000
7.081 -1.313 0.118 0.000 0.000 0.726 0.688
7.013 1.216 0.118 0.000 0.000 1.000 -0.014
3.134 0.875 0.118 0.000 0.000 1.000 -0.029
0.049 1.475 0.118 0.000 0.000 1.000 0.024
11.679 2.011 0.118 0.000 0.000 -0.702 0.712
11.570 -0.505 0.118 0.000 0.000 -0.714 0.700
12.990 -2.578 0.118 0.000 0.000 0.014 1.000
14.451 -0.725 0.118 0.000 0.000 0.722 0.692
13.170 1.394 0.118 0.000 0.000 1.000 0.011
4.233 4.319 0.118 0.000 0.000 -0.002 1.000
15.579 4.418 0.118 0.000 0.000 0.004 1.000
0.000 0.000 0.000 0.000 0.000 0.000 0.000
