5.212 4.684 0.118 0.000 0.000 -0.260 0.966
-12.978 10.526 0.118 0.000 0.000 0.867 0.499
-24.202 2.219 0.118 0.000 0.000 -0.832 0.555
-0.173 3.049 0.118 0.000 0.000 0.715 0.699
-17.983 3.925 0.118 0.000 0.000 -0.029 1.000
-38.971 4.157 0.118 0.000 0.000 -0.730 0.684
