15.7500 7.8500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.7862 7.8491 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.8111 7.8487 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.8361 7.8481 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.8611 7.8474 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.8861 7.8465 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.9111 7.8454 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.9361 7.8440 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.9610 7.8424 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
15.9859 7.8406 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.0108 7.8384 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.0357 7.8359 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.0606 7.8331 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.0854 7.8299 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.1101 7.8264 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.1348 7.8225 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.1584 7.8144 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.1826 7.8081 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.2072 7.8033 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.2310 7.7957 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.2526 7.7832 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.2659 7.8043 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.2821 7.8234 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.3070 7.8256 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.3318 7.8283 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.3416 7.8513 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.3495 7.8750 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.3500 7.9000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.4000 7.9500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.4440 7.9521 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.4661 7.9639 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.4855 7.9796 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.5000 8.0000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.5500 8.0500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
16.5788 8.0967 0.0000 0.0000 0.0000 0.6558 0.7549 0.0000
16.5788 8.2467 0.0000 0.0000 0.0000 0.6558 0.7549 0.0000
