9.6000 4.6000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5997 4.5662 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5996 4.5412 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5994 4.5162 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5991 4.4912 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5988 4.4662 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5985 4.4412 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5980 4.4162 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5975 4.3912 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5969 4.3662 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.5962 4.3412 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6021 4.3170 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6080 4.2927 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6139 4.2684 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6197 4.2441 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6255 4.2197 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6314 4.1954 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6372 4.1711 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6431 4.1468 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6491 4.1226 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6554 4.0984 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6618 4.0742 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6681 4.0500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6745 4.0258 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6808 4.0017 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6872 3.9775 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.6936 3.9533 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7002 3.9292 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7069 3.9051 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7135 3.8810 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7201 3.8569 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7268 3.8328 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7334 3.8087 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7401 3.7846 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7467 3.7605 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7535 3.7364 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7603 3.7124 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7671 3.6883 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7740 3.6643 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7808 3.6402 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7876 3.6162 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.7944 3.5921 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8014 3.5681 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8083 3.5441 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8152 3.5201 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8222 3.4961 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8291 3.4720 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8361 3.4480 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8430 3.4240 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.8500 3.4000 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.9000 3.3500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000
9.9420 3.3700 0.0000 0.0000 0.0000 -0.7000 0.7141 0.0000
